"id_grandprix";"id_track";"days";"months";"years";"bestlap_driver_id";"betlap_lap";"bestlap_time";"weather";"notes";"qnotes";"last_modification"
860;66;7;2;1950;570;"";"2.35.600";"Солнечно, жарко, сухо";"После Гран При Бельгии командам был дан двухнедельный отдых перед следующим Гран При во Франции. Как всегда, основные лица были те же. Обе машины Ferrari были снабжены 12-цилиндровыми двигателями, но после удручающих результатов на тренировке команда решила не выпускать на трассу своих гонщиков (Виллорези и Аскари). На старт вышел только Питер Уайтхед на своей частной Ferrari (с последнего места). На старте были и знакомые Talbot-Lago и Maserati и единственный Gordini Робера Манзона, все выступающие как актеры второго плана. 

На квалификации Фанхио был значительно быстрее, чем Фарина и Фаджиоли. Гонщики Talbot-Lago Филип Этанкелен и Ив Жиро-Кабанту разделили между собой второй ряд стартового поля. 

Гонка проходила так, как все и предполагали, с полным доминированием гонщиков ""Альфы"". Фарина со старта захватил лидерство, но столкнулся с проблемами с топливным насосом и скатился в конец пелетона. Позже он прорвется на 3-е место, но будет вынужден сойти. Фанхио оставалось только выиграть, что он и сделал, опередив товарища по команде Фаджиоли на 25 секунд, а Уайтхеда, пришедшего третьим - на 3 круга! Maserati и Talbot-Lago были отчаянно ненадежны.";;
861;14;9;3;1950;570;"";"2.0.00";"Солнечно, тепло, сухо";"Перед последним этапом перерыв был целых два месяца. В это время доминирование Alfa Romeo продолжалось в гонках в Бари, Женеве, Пескаре, а так же в Силверстоуне (International Trophy), которые не входили в зачет чемпионата. Talbot-Lago в Голландии побила Ferrari, а позже в Женеве Луиджи Виллорези попал в аварию и был вынужден пропустить Гран При Италии. Новая 4,5-литровая Ferrari 375 была доверена Дорино Серафини и, как обычно, Альберто Аскари. К трем гонщикам Alfa Romeo присоединились еще двое: Пьеро Таруффи и Консальво Санези. Остальные действующие лица были те же - Talbot-Lago и Maserati, пара Gordini и любопытная Ferrari-Jaguar под управлением Клементе Бьондетти. 

Квалификация закончилась победой Фанхио над Аскари, Фариной и впечатляющим Санези. Второй ряд (в ряду было по четыре автомобиля) заняли Фаджиоли, Серафини, Таруффи и Раймон Соммер. Последний проиграл Фанхио 10 секунд. 

Впервые в чемпионате в течение гонки был брошен вызов гонщикам Alfa Romeo в лице Аскари, бившегося с Фанхио и Фариной. После 21-го круга Аскари сходит из-за перегрева двигателя, а вскоре и Фанхио - из-за проблем с коробкой передач. Фанхио пересаживается на болид Таруффи, но и эта машина ломается, что ставит крест на чемпионстве аргентинца. Меняет машину и Аскари - он берет ее у Серафини, на ней он умудряется прийти вторым впереди Фаджиоли. А победу одержал Фарина, что позволило ему стать первым чемпионом мира в классе Формула-1.";;
862;22;10;10;2010;11;"53";"1.33.474";"Солнечно, тепло, сухо";"Квалификация перенесена на утро воскресенья из-за сильного дождя.

Льюис Хэмилтон наказан потерей 5 позиций на стартовом поле за смену коробки передач перед гонкой.

Виталий Петров наказан потерей 5 позиций на стартовом поле в следующей гонке за инициирование столкновения с Нико Хюлькенбергом.";;
863;80;24;10;2010;5;"42";"1.50.257";"Пасмурно, свежо, дождь";"Виталий Петров перемещен на 5 позиций вниз на стартовом поле за инициирование столкновения с Нико Хюлькенбергом в предыдущей гонке.

Старт отложен на 10 минут из-за дождя, затем старт дан за автомобилем безопасности.

После 3-х кругов гонка прервана на 45 минут из-за дождя, затем продолжена за автомобилем безопасности. Время перерыва засчитано как время 4-го круга.

Хейкки Ковалайнен наказан штрафом ""проезд через пит-лейн"" за превышение скорости на пит-лейн.

Адриан Сутиль наказан потерей 5 позиций на стартовом поле в следующей гонке за инициирование столкновения с Камуи Кобаяси.

Себастьян Буэми наказан потерей 5 позиций на стартовом поле в следующей гонке за инициирование столкновения с Тимо Глоком.";;
864;18;7;11;2010;1;"66";"1.13.851";"Солнечно, тепло, сухо";"Адриан Сутиль наказан потерей 5 позиций на стартовом поле за инициирование столкновения с Камуи Кобаяси в предыдущей гонке.

Себастьян Буэми наказан потерей 5 позиций на стартовом поле за инициирование столкновения с Тимо Глоком в предыдущей гонке.

Кристиан Клин стартовал с пит-лейн.

Ник Хайдфельд наказан штрафом ""проезд через пит-лейн"" за игнорирование синих флагов.";;
865;48;14;11;2010;1;"47";"1.41.274";"Солнечно, жарко, сухо";;;
866;1;27;3;2011;2;"55";"1.28.947";"Солнечно, сухо";"Команда Sauber была оштрафована.  HRT не допущена к гран-при в связи с тем, что она не попала в 107%";;
867;2;10;4;2011;11;"46";"1.40.571";"Облачно, сухо";"У Виталия Петрова из-за наезда на бордюр сломалась рудевая колонка. После финиша гонки Алонсо получил штраф за то, что врезался в McLaren Хэмильтона. Сам Льюис был наказан за неоднократную смену траектории во время обороны.";;
868;17;17;4;2011;11;"42";"1.38.993";"Солнечно, сухо";"Витантонио Льюцци наказан штрафом ""проезд через пит-лейн"" за фальстарт.
** Серхио Перес наказан штрафом ""проезд через пит-лейн"" за инициирование столкновения с Ником Хайдфельдом и штрафом ""stop&go"" за инициирование столкновения с Адрианом Сутилем.";;
869;5;8;5;2011;11;"48";"1.29.703";"Солнечно, сухо";"В субботу Камуи Кобаяши не смог проехать ни одного быстрого круга в квалификации после отказа топливной системы, но стюарды допустили его к гонке – японец стартовал последним. Тимо Глок не смог выехать на стартовое поле из-за проблем с машиной и не участвовал в гонке.";;
870;4;22;5;2011;1;"52";"1.26.727";"Солнечно, сухо";"Red Bull оккупировал первый стартовый ряд, но со старта вперед вышел Алонсо. Но с Red Bull вновь мог потягаться только McLaren; решающую роль сыграло наличие свежих комплектов резины, и пилоты, затянувшие отрезок на новой сверхжесткой резине, проиграли.";;
871;6;29;5;2011;11;"78";"1.16.234";"Солнечно, сухо";"Авария Переса в квалификации, интересная гонка с обилием обгонов и разнообразием шинных стратегий. Авария Петрова и Альгерсуари за 6 кругов до финиша и красные флаги, убившие интригу.";;
872;7;12;6;2011;18;"69";"1.16.956";"Пасмурно, дождь";"На 25 круге гонка была остановлена на 2 часа из-за дождя. Баттон после вынужденного пит-стопа (столкновение с Хэмилтоном) и проезда по питлэйн (превышение скорости) на последнем круге стал лидером из-за ошибки Феттеля. Масса обогнал Кобаяши на финишной прямой.";;
874;23;26;6;2011;8;"53";"1.41.852";"Солнечно, сухо";"Несмотря на изменения в правилах, первый ряд вновь остался за Red Bull. Разнообразие стратегий немного оживило относительно унылую гонку.";;
876;9;10;7;2011;5;"41";"1.34.908";"Пасмурно, влажно";"Скандальные ограничения режима работы двигателей, дождливая погода. Red Bull вновь занял первый ряд, но в гонке, отчасти из-за ошибок на пит-стопе, Феттель уступил Алонсо победу.";;
877;34;24;7;2011;1;"59";"1.34.302";"Облачно, сухо";"Феттель впервые в сезоне упустил подиум, а за первое место развернулась масштабная борьба между Вэббером, Алонсо и Хэмилотном, в которой победил последний.";;
878;11;31;7;2011;2;"61";"1.23.415";"Пасмурно, влажно";"Победа Баттона в юбилейной 200-ой гонке. Феттель финишировал вторым минимизировав потери.";;
880;13;28;8;2011;11;"33";"1.49.883";"Облачно, сухо";"Проблема с пузырением шин Pirelli перед стартом.Себастьян Феттель уверенно выиграл гонку. На последнем круге машина Виталия Петрова потеряла скорость, он пропустил Массу, но финишировал девятым.";;
881;14;11;9;2011;1;"52";"1.26.187";"Солнечно, сухо";"На старте Лиуцци вылетел с трассы, срезал шикану и врезался в группу из Росберга, Петрова и Баррикелло. Феттель победил с большим отрывом.";;
882;15;25;9;2011;18;"54";"1.48.454";"Искусственное освещение, жарко, сухо";"Провал Renault. Себастьян Феттель уверенно выиграл гонку, одержав 9-ю в сезоне и 19-ю в карьере победу. Баттон и Уэббер поднялись на подиум – вопрос чемпионского титула откладывается до Сузуки.";;
883;22;9;10;2011;18;"52";"1.36.568";"Солнечно, сухо";"Батон опередел Феттеля на пит-стопе так же как и Алонсо. Феттель атаковал Алонсо в борьбе за второе место, но испанец эффективно защищался. Набрав необходимые очки Себастьян досрочно стал самым молодым в истории двукратным чемпионом мира, а Дженсон Баттон выиграл гонку, одержав третью в сезоне и 12-ю в карьере победу, закрепившись на второй строчке в личном зачёте.";;
884;80;16;10;2011;8;"55";"1.39.605";"Облачно, сухо";"Себастьян Феттель уверенно выиграл гонку, одержав десятую в сезоне и двадцатую в карьере победу. Red Bull Racing досрочно завоевала Кубок конструкторов. Столкновение Петрова и Шумахера, сход обоих.";;
885;81;30;10;2011;8;"60";"1.27.249";"Солнечно, сухо";"Прекрасный автодром, жесткие шины, 5 штрафов, Большой Шлем Феттеля, столкновение Массы и Хэмилтона, несколько вариантов стратегии.";;
886;48;13;11;2011;11;"51";"1.42.612";"Искусственное освещение, жарко, сухо";"Льюис Хэмилтон выиграл Гран При Абу-Даби, одержав третью победу в сезоне и 17-ю в карьере, но, финишировав третьим, Дженсон Баттон гарантировал себе победу над напарником в личном зачёте. Борьба за вторую строчку в чемпионате продолжается – второе место в гонке позволило Алонсо сократить отставание от Дженсона.";;
887;18;27;11;2011;11;"71";"1.15.324";"Облачно, сухо";"Марк Уэббер выиграл гонку, одержав первую в этом сезоне и седьмую в карьере победу. Себастьян Феттель финишировал вторым – откровенно пропустив Уэббера из-за проблем с КПП. Дженсон Баттон финишировал третьим, заняв вторую строчку в личном зачёте по итогам сезона. Виталий Петров упустил 9 место в личном зачете, уступив Сутилю. В споре команд за шестую-восьмую строчку в Кубке конструкторов обошлось без перемен: Force India, Sauber, Toro Rosso. Дождь так и не пошёл!";;
888;1;18;3;2012;18;"56";"1.29.187";"Солнечно, сухо";"HRT не прошли 107% барьер в квалификации и не были допущены к гонке.  На старте Баттон опередил Хэмилтона и уверенно довёл гонку до победы. На 37-м круге Петров остановил машину на стартовой прямой из-за проблем с рулевым управлением, из-за чего выехал автомобиль безопасности.";;
889;2;25;3;2012;3;"53";"1.40.722";"Пасмурно, дождь";"Перед стартом начался дождь.  Механики HRT, обслуживающие машину Педро де ла Росы, не смогли вовремя покинуть стартовое поле, гонщик был наказан штрафным проездом по пит-лейн.  На старте Хэмилтон сохранил лидерство, Шумахер и Грожан допустили контакт, потеряв несколько позиций.На четвёртом круге Грожан вылетел в гравий. Состояние трассы ухудшалось, и на седьмом круге выехал автомобиль безопасности. Дождь продолжался, и на 9-м круге гонку приостановили до улучшения условий. Через 50 минут гонка была продолжена за машиной безопасности. Баттон повредил переднее антикрыло в инциденте с Картикеяном испортив себе гран-при.На 48-м круге на машине Феттеля после контакта с Картикеяном лопнула левая задняя шина, Себастьян свернул в боксы и смог вернуться на трассу. На 49-м круге Перес подобрался к Алонсо на дистанцию атаки, но допустил ошибку, вылетев с трассы в 14-м повороте, упустив тем самым реальную возможность одержать победу в гран-при. На 55-м круге отказал двигатель на машине Мальдонадо";;
890;17;15;4;2012;146;"40";"1.39.960";"Облачно, сухо";"Первый раз в карьере Нико Росберг стартовал с поула. Льюис Хэмилтон потерял пять мест за замену коробки передач, а Жан-Эрик Вернь начинал гонку с пит-лейн после нарушения правил закрытого парка. На 13-м круге Шумахер провел пит-стоп и на следующем круге выбыл из борьбы, остановив машину из-за проблем с креплением колеса. У Дженсона Баттона во время обслуживания машины на пит-стопе возникла задержка с креплением заднего левого колеса. Нико Росберг выиграл гонку, одержав долгожданную первую победу в карьере. Грожан заработал первые очки в Ф1.";;
891;3;22;4;2012;8;"41";"1.36.379";"Облачно, сухо";"Себастьян Феттель  впервые в сезоне стартовал с поула. Пастор Мальдонадо  и Михаэль Шумахер были наказаны потерей пяти мест на старте за замену коробки передач. Михаэль не пробился во вторую часть квалификации из-за отказа системы DRS на быстром круге. Все гонщики стартовали на шинах Soft, кроме Кобаяши. Хорошо квалифицировавшийся Ковалайнен, на 1-ом круге, отправился в боксы для замены резины, повреждённой в инциденте с Риккардо. При обслуживании машины Хэмилтона на пит-стопе, два раза из трёх была заминка. На машине Мальдонадо лопнула задняя левая шина, Williams развернуло, но Пастор смог продолжить движение и вернулся в боксы, где прекратил борьбу. На 40-ом круге Райкконен подъехал на дистанцию атаки к Феттелю,  но после заезда в боксы Себастьян смог оторваться на три секунды, сохранив лидерство до победы. На 54-м круге Баттон потерял скорость из-за прокола и Дженсон свернул в боксы, а потом и ещё раз - выбыв из борьбы из-за проблем с двигателем. Феттель показал хэт-трик, Райкконен второй, Грожан - третий и это его лучший результат в карьере..";"Худшая для Михаэля Шумахера квалификация с гран-при Турции 2005 года. Довольно неожиданный результат RedBull - 1 и 3 место. Себастьян Феттель впервые в сезоне завоёвывает поул и впервые в сезоне он выше своего напарника по команде Марка Веббера. Для Даниэль Риккардо 6 место на старте лучшее в карьере. Команда Caterham попала во второй сегмент квалификации первый раз с Бельгии 2011 года.";
892;4;13;5;2012;145;"53";"1.26.250";"Облачно, сухо";"Пастор Мальдонадо одержал первую в карьере победу, первую для Венесуэлы и 114-ю для команды Williams. Команда Williams не побеждала с гран-при Бразилии 2004 года! В квалификации Льюис Хэмилтон показал лучшее время, но был дисквалифицирован из-за нарушения регламента и стартовал с последнего места. На 13-ом круге Михаэль Шумахер и Бруно Сенна сошли с дистанции из-за столкновения – на торможении Михаэль врезался в машину Бруно. Феттель и Масса, недостаточно сбросившие скорость в зоне действия желтых флагов, наказаны проездом по пит-лейн. Пик наказан штрафным проездом по пит-лейн за игнорирование синих флагов.  В 5-ти первых гонках сезона пять победителей из пяти разных команд, такая ситуация наблюдалась только в 1983 году, тогда в 5-ой гонке победил отец Ника Росберга - Кеке Росберг, так же как и Пастор Мальдонадо на Williams.";"Льюис Хэмилтон показал лучшее время, но был дисквалифицирован из-за нарушения регламента (после окончания квалификации, Льюис не смог самостоятельно добраться до боксов и предоставить образец топлива). Пастор Мальдонадо стартует с первого места и это его лучший результат в карьере. Нараин Картикеян не попал в 107%, но был допущен к гран-при.";
893;6;27;5;2012;792;"49";"1.17.296";"Облачно, сухо";"Двое пилотов в лице Шумахера и Мальдонадо были оштрафованы, и потеряли на старте: Шумахер +5 позиций, Мальдонадо +15 позиций.  На старте Романа Грожана развернуло после контакта с Михаэлем Шумахером, Камуи Кобаяши задел машину Грожана и после остановил машину в боксах из-за повреждения подвески. Мальдонадо выбыл из борьбы после аварии. Выехал автомобиль безопасности. На 17-м круге из-за проблем с электроникой Виталий Петров остановился в боксах. На 40-м круге Серхио Перес отбыл штраф – проезд по пит-лейн за блокировку Кими Райкконена. На 65-м круге Шумахер потерял скорость из-за проблем с машиной и остановился в боксах. Батон сошел с дистанции из-за инциндента с Ковалайненом. За несколько кругов до финиша на трассу упали несколько капель дождя, но более серьёзные осадки так и не начались. Вебер стал шестым по счету победителем из шести прошедших гран-при.";"Михаэль Шумахер занял первую строчку протокола, показав лучшее время. Это был бы его лучший результат с момента возвращения, если бы не штраф в пять позиций, который он получил за инцидент с Бруно Сенной на гран-при Испании. Тогда на 13-ом круге, на торможении Михаэль врезался в машину Бруно. Пастор Мальдонадо потеряет сразу пятнадцать позиций (10 за блокировку Переса в третьей практике и 5-ть за смену коробки передач). Марк Веббер получил свой десятый поул, примечательно, что это уже второй подряд гран-при, когда победитель квалификации не будет стартовать с первого места в гонке.";
894;7;10;6;2012;8;"70";"1.15.752";"Солнечно, сухо";"На 43 круге Михаэль Шумахер сошел с дистанции из-за поломки управляемого элемента заднего антикрыла, который зафиксировался в открытом положении. Вернь наказан штрафным проездом за превышение скорости на пит-лейн. Алонсо и Фетель пытались проехать дистанцию на одном пит-стопе, в отличие от Хэмилтона, который взвинтил темп после второй остановки, на 62 круге обогнав Феттеля (который все же был вынужден свернуть в боксы) и Алонсо на изношенной резине (64 круг); до конца гонки Алонсо успел потерять ещё 4 позиции. Льюис – седьмой победитель в семи первых Гран При сезона 2012. Для Романа Грожана второе место - это лучший результат в карьере.";"Феттель уверенно завоевал 32 поул в карьере. Мальдонадо повредил заднюю подвеску задев «Стену чемпионов». В финальной сессии Шумахер не успел уйти на свой второй быстрый круг из-за ошибки команды, которая выпустила его слишком поздно.";
895;23;24;6;2012;13;"54";"1.42.163";"Солнечно, сухо";"Тимо Глок не вышел на старт из-за кишечной инфекции. Стюарды наказали Бруно штрафным проездом по пит-лейн за инцидент с Кобаяши на 20-м круге. Вернь выбыл из борьбы из-за контакта с Ковалайненом,  выехал автомобиль безопасности – нужно было собрать обломки. На 34-м круге был объявлен рестарт. Феттель сохранил лидерство, но после резко потерял скорость и выбыл из борьбы остановив машину.  На 41-м круге сошел Грожан – отказала коробка передач. Виталий Петров поднялся на десятую строчку, а на 49-м круге произошел контракт с Риккардо, из-за которого Виталию пришлось свернуть в боксы для замены носового обтекателя. За два круга до финиша Хэмилтон сошел с дистанции из-за атаки Мальдонадо – произошёл контакт. После гонки Мальдонадо получил штраф 20 секунд к итоговому времени и переместился с 10 на 12 место, потеряв очко. Фернандо Алонсо стал вторым двухкратным победителем в этом сезоне, прервав серию из 7-ми новых победителей. Михаэль Шумахер – впервые поднялся на подиум после своего возвращения в Формулу 1. Для Виталия Петрова 13-ое место – это лучший результат за рулём Caterham. Нико Хюлькенберг показал лучший результат в карьере - 5 место. В отличие от предыдущих сезонов, в этом году гонка в Валенсии была по-настоящему интересной.";"Марк Уэббер выбыл в первом сегменте квалификации из-за проблем с машиной. Тимо Глок отравился и не участвовал в квалификации. Фетель одержал свой 33-ий поул в карьере и 3-ий в сезоне 2012.";
896;9;8;7;2012;3;"50";"1.34.661";"Солнечно, сухо";"На старте гонки, из-за наложенных штрафов, Кобаяши, Хюлкенберг и Пик потеряли по пять позиций, Вернь – 10 позиций. Виталий Петров не вышел на старт (заглох мотор, в боксах механики обнаружили резкое падение давления масла). Перес сошел с дистанции из-за контакта с Мальдонадо, который смог продолжить гонку. На пит-стопе Кобаяши заблокировал шины и сыграл в боулинг с собственными механиками, которые естественно были кеглями. На финальном отрезке Алонсо использовал Soft, а Уэббер – Hard. Судьба гонки решилась на 48-м круге, Вебер обогнал снизившего темп Алонсо. Марк выиграл гонку, одержав 9 победу в карьере и вторую в сезоне. Фернандо финишировал вторым, сохранив лидерство в личном зачёте.";"Дождевая квалификация. FIA запретила использование системы DRS. Первая сессия финишировала под желтыми флагами из-за разворота Тимо Глока. За шесть минут до конца второй сессии, начался ливень, появились красные флаги и сессия была приостановлена на полтора часа. В конце второй сессии Грожан вылетел в гравий и не смог продолжить выступление в третьем сегменте. Алонсо завоевал первый поул в сезоне и 21-й в карьере. Четверо гонщиков потеряют места на старте гонки. Для Верня (-10 позиций) и Кобаяши (-5 позиций) это отложенный штраф, наложенный в Валенсии, а Хюлкенберг и Шарль Пик потеряют по пять позиций за внеплановую замену коробок передач.";
897;10;22;7;2012;31;"57";"1.18.725";"Облачно, сухо";"Четверо пилотов потеряли пять позиций на стартовой решетке: Грожан, Росберг, Уэббер и Перес. Для стартового отрезка большинство гонщиков выбрали Soft, кроме Кобаяши, Верня, Пика, Росберга и Глока. Алонсо и Феттель сохранили свои позиции на старте, Масса, Сенна и Грожан свернули в боксы для ремонта машин после инцидентов. При обслуживании машины Бруно Сенны возникла заминка. Для Хэмилтона гонка была испорчена проколом заднего левого колеса, что отбросило его в конец пелотона. На 42-м круге Алонсо и Феттель (два лидера) свернули в боксы, после чего между ними смог вклинился Баттон. На 58-м круге Льюис Хэмилтон остановил машину в боксах – это единственный сход в гонке. На последнем круге у Баттона Феттель смог обогнать Баттона и выйти вперёд, выехав при обгоне за пределы трассы всеми четырьмя колесами – после гонки он был наказан стюардами прибавкой 20 секунд к итоговому времени, что откинуло его со 2-го на 5-ое место. Алонсо одержал третью победу в сезоне и 30 в карьере. Баттон - второй, Райкконен - третий. Михаэль Шумахер показал 76 лучший круг в карьере и 1-ый с момента своего возвращения.";"В 1-ой сессии трасса оставалась сухой и гонщики поспешили на трассу, протокол возглавил Кими Райкконен, проехавший круг за 1:15.693 на Medium. Михаэль Шумахер был на грани вылета уже в первом сегменте, но всё обошлось. Во 2-ой сессии прогремел гром и начался дождь, гонщики выехали на промежуточной резине, было важно показать время как можно быстрее, пока трассу не залило; скорости существенно упали. Лучшее время во 2-ом сегменте досталось Хэмилтону – 1:37.365. Третий сегмент квалификации начался без дождя, но на очень мокрой трассе, гонщики выехали на дождевой резине. Воды на траектории становилось меньше и победителем квалификации стал Фернандо Алонсо показавав сначала время 1.40.904 и еще улучшив его после завершения официального времени до 1.40.621. На старте гонки по пять позиций потеряют: Грожан, Росберг, Уэббер - за замену коробки передач, Перес - за блокировку соперников во время квалификации.";
898;11;29;7;2012;8;"68";"1.24.136";"Облачно, сухо";"После прогревочного круга Чарли Уайтинг отправил пилотов на дополнительный круг из-за проблем на машине Шумахера, ему пришлось стартовать с пит-лейн. На старте Льюис Хэмилтон сохранил лидерство. Шумахер превысил скорость на пит-лейн и был наказал штрафным проездом. У Дженсона Баттона возникли проблемы с креплением переднего левого колеса на пит-стопе. При выезде с пит-лейн, Кими Райкконен едва не столкнулся с напарником по команде Романом Грожаном, первому удалось выйти вперед и оторваться. В борьбе с ди Рестой Мальдонадо допустил контакт и был оштрафован проездом по пит-лейн. На 60-м круге Шумахер сходит, остановив машину в боксах. Райкконен ехал позади Хэмилтона довольно продолжительный участок, но так и не смог его атаковать. Льюис Хэмилтон одержал 19 победу в карьере и 2-ю в сезоне. Два гонщика Лотус Рено снова двумя машинами на подиуме. Формула 1 уходит на летний перерыв!";"Квалификация проходила на сухой трассе и многие команды смогли проверить свои новинки. Первая сессия прошла без инцидентов, протокол возглавил Льюис Хэмилтон, показав 1:21.794 на шинах медиум. На вылет в первом сегменте к трём слабым командам (Caterham, Marussia и HRT) присоединился Даниэль Риккардо из команды Торо Россо. Во второй сессии лучшее время вновь оказалось у Хэмилтона – 1:21.060. В третий сегмент не прошли: Уэббер, ди Реста, Перес, Кобаяши, Вернь, Росберг и Шумахер. Впервые в сезоне оба гонщика Мерседес не попали в финал квалификации. В третьем сегменте поул одержал Хэмилтон - 1:20.953, для него это 22-й поул в карьере и 150-й в истории команды Макларен. Со второго и третьего места гонку начнут Грожан и Феттель соответственно.";
899;13;2;9;2012;202;"43";"1.52.822";"Облачно, сухо";"Страшная авария в первом повороте, но обошлось без травм; пилот Лотус - Роман Грожан дернул машину вправо и задел Макларен Льюиса Хэмилтона в результате инцидента с дистанции сошли Грожан, Хэмилтон, Алонсо и Перес. Грожан наказан и будет дисквалифицирован в следующем гран-при. На трассе появилась машина безопасности, которая покинула трассу в конце 4-го круга. Позже сходит Мальдонадо из-за инцидента с Глоком (кроме того он допустил фальстарт и в следующей гонке потеряет 10 позиций на старте). В 7-ом повороте на 32-ом круге вылетел Нараин Картикеян, разбив машину. Батон одержал уверенную победу, лидируя от старта до финиша (такого в сезоне 2012 ещё не было). Феттель финишировал вторым, стартовав с 10-го места. Кими снова на подиуме. Неплохое 4-ое место для Хюлькенберга и 5-ое для Массы. Марк смог прорваться только на 6-ое место, Шумахер дотянул до седьмого. (за десять кругов до финиша механики все же зазвали его в боксы для внепланового пит-стопа, план Б) Впервые в сезоне пилоты Торо Россо смогли финишировать полным составом в очках. Десятку замкнул Пол ди Реста из команды Форс Индия.";"Квалификация проходила на сухой бельгийской трассе, в отличие от пятничных свободных заездов. В первом сегменте квалификации тем единственным пилотом, который составил компанию трем слабым командам (Caterham, Marussia и HRT) стал Нико Росберг. Во втором сегменте квалификации Сенна повредил переднее антикрыло после разворота. Примечательно, что Михаэль Шумахер и Себастьян Феттель не смогли пройти в третий сегмент. Шумахер в своем 300-ом гран-при символично занял 13 место на старте. В третьем сегменте Дженсон и Кими проехали быстрый круг, все остальные гонщики провели решающую попытку на последних минутах. В итоге Дженсон Баттон завоевал первый поул за Макларен в своем 50-ом гран-при за эту команду, в его карьере это уже 8-ой поул. По словам Дженсона утром механикам удалось найти необходимый для победы баланс. Вторая стартовая позиция стала лучшим результатом для Кобаяши. Мальдонадо показал третий результат, но будет наказан потерей трёх позиций на стартовой прямой за блокировку Хюлкенберга. Так же на старте Уэббер и Росберг потеряют по пять позиций за замену коробки передач.";
900;14;9;9;2012;13;"53";"1.27.239";"Солнечно, сухо";"На 9-ом круге Жан-Эрик Вернь разбил машину в 1-ой шикане, француза развернуло, машина подлетела на поребрике. На 34-м Баттон потерял скорость и выбыл из борьбы (он был вторым). Феттель наказан проездом по пит-лейн за выдавливание Фернандо Алонсо, Себастьян проехал по пит-лейн на 35 круге. На 48-ом Феттель сходит из-за проблем с мотором. На 51-ом развернуло Вебера, после чего машина сильно потеряла в скорости - двойной сход Ред Булл. Двадцатая победа для Хэмилтона в карьере и третья в сезона, позволила ему перейти на вторую строчку в личном зачете. Перес опять на подиуме (3-й раз в сезоне) - второе место. Алонсо смог прорваться с 10-го места на 3-е, Масса четвертый. Европейская часть сезона завершена.";"Квалификация обошлась без дождя. Результаты получились довольно плотными. До начала квалификации двое пилотов потеряют позиции на страте: Мальдонадо десять позиций на старте за фальстарт и инцидент с Глоком (ещё в Спа), а ди Реста потеряет пять позиций на стартовой решетке за замену коробки передач. В первом сегменте компанию традиционно слабым командам (HRT, Lotus, Marussia) составил Нико Хюлкенберг, у него возникли проблемы с коробкой. Во втором сегменте Алонсо возглавил протокол показав время 1:24.242, первая десятка уместилась в пяти десятых секунды. Веббер на смог пройти в 3-ий сегмент в отличие от своего напарника Себастьяна Феттеля. В третьем сегменте Льюис Хэмилтон, с первой попытки, возглавил протокол - 1:24.010 и улучшить это время до конца сессии никому не удалось. Второе место досталось его напранику по команде и обладателю поула в прошлом гран-при - Дженсону Баттону. Масса третий, ему впервые в сезоне удалось опередить своего напраника по команде Феррари - Фернандо Алонсо (теперь счет по квалификациям 12:1). Льюис одержал 22-ой поул в карьере.";
